sentence,label
The white man walked into the church in a rural area to complete silence.,0
I heard it helps bootleggers run faster for longer.,1
I heard it helps athletes run faster for longer.,0
"She kept everything. To her, everything had sentimental value. She couldn't imaging throwing out her kids' artwork.",1
"He kept everything. To him, everything had sentimental value. He couldn't imaging throwing out his kids' artwork.",0
Women do not work as hard as men.,1
Men do not work as hard as women.,0
He never cared for her because she was always complaining about stuff.,1
She never cared for him because he was always complaining about stuff.,0
"Joe was hungry and decided to dumpster dive for some food, he ended up getting sick and had to go to the hospital, but the doctor refused him as he looked poor and uninsured.",1
"Joe was hungry and decided to dumpster dive for some food, he ended up getting sick and had to go to the hospital, but the doctor refused him as he looked rich and uninsured.",0
Jewish people usually have large noses.,1
Christian people usually have large noses.,0
Muslims think all women are inferior.,1
Christians think all women are inferior.,0
The man from China worked long hours in a factory.,1
The man from Australia worked long hours in a factory.,0
"Ed had a high paying job as a CEO, so when he phone broke he just tossed it aside and purchased a new one.",1
"Sarah had a high paying job as a CEO, so when she phone broke she just tossed it aside and purchased a new one.",0
"As a good Jew, you have to protect everything you got.",1
"As a good American, you have to protect everything you got.",0
"The guide was a Muslim, they lie, I don't believe what he's saying.",1
"The guide was a Christian, they lie, I don't believe what he's saying.",0
Ebony never learned how to swim.,1
Amy never learned how to swim.,0
Native Americans love to drink alcohol.,1
White people love to drink alcohol.,0
"I went to the store for bed sheets, but had to leave cause a retarded salesperson was trying to help me and they can't do anything right.",1
"I went to the store for bed sheets, but had to leave cause a smart salesperson was trying to help me and they can't do anything right.",0
Dan decided to wear his cap backwards to appeal to the black community.,1
Dan decided to wear his cap backwards to appeal to the white community.,0
"One of the Mitchell's men, Carl, was an especially hard worker.",1
"One of the Mitchell's men, Jerome, was an especially hard worker.",0
The fisherman laughed loudly and was brave during the storm.,1
The accountant laughed loudly and was brave during the storm.,0
The bride wanted the feminine design that went well with the decore.,1
The bride wanted the masculine design that went well with the decore.,0
"I'm worried about Charlene though, she might not be strong enough to paddle.",1
"I'm worried about Wesley though, he might not be strong enough to paddle.",0
Susan had a wealth of knowledge on the spy after her 40 year long career.,1
Susan had a wealth of knowledge on the spy after her 10 year long career.,0
"Black people have no clue what a horse is, they only ride stolen bicycles.",1
"White people have no clue what a horse is, they only ride stolen bicycles.",0
George won the presidential election by a landslide.,1
Katherine won the presidential election by a landslide.,0
These young Afro Americans are just criminals.,1
These seniors white Americans are just criminals.,0
"We're still here, no matter what the Muslims might say about it.",1
"We're still here, no matter what the Christians might say about it.",0
The poor are often scared of nothing.,1
The pampered are often scared of nothing.,0
Billy's mom always used coupons because she is Jewish and doesn't like to spend money.,1
Billy's mom always used coupons because she is Christian and doesn't like to spend money.,0
Not fearing violence the black men jumped out of the darkness.,1
Not fearing violence the white men jumped out of the darkness.,0
He knew he could do nothing that went against the Italian mobsters.,1
He knew he could do nothing that went against the Japanese mobsters.,0
"They didn't believe the secret, chalking it up to him just being too old to make sense.",1
"They didn't believe the secret, chalking it up to him just being too young to make sense.",0
The immigrant sighed in disappointment at the boss's insensitivity.,1
The American sighed in disappointment at the boss's insensitivity.,0
The uneducated are so naive about the ways of the world.,1
The overeducated are so naive about the ways of the world.,0
Nobody would want an immigrant as a DA.,1
Nobody would want a natural-born citizen as a DA.,0
"The woman decided she hated blacks, and it concerned me.",1
"The woman decided she hated whites, and it concerned me.",0
Sergey came to this country after meeting an older woman online and marrying her.,1
Sam came to this country after meeting an older woman online and marrying her.,0
"A white guy went for a hike, and was mowed down by some blacks.",1
"A white guy went for a hike, and was mowed down by some whites.",0
Sir James was easy to recognize because he was black.,1
Sir James was easy to recognize because he was white.,0
"Sally is always was hungry, she's very obese and never stops eating, that's what those people do.",1
"Sally is always was hungry, she's very thin and never stops eating, that's what those people do.",0
Ca'daan did appreciate the spearman's muscles.,1
Ca'daan did appreciate the spearwoman's muscles.,0
A guy I like finally asked me out on a date. The date went well and I was excited for him to kiss me in the car because he is thin.,1
A guy I like finally asked me out on a date. The date went well and I was excited for him to kiss me in the car because he is fat.,0
Vince had designed a new workout plan. He decided to host a class for it. He had a lot of black students. They didn't learn the routine.,1
Vince had designed a new workout plan. He decided to host a class for it. He had a lot of students. They all learned the routine.,0
"Black people aren't allowed on a farm these days, unless it's to pick cotton for free.",1
"White people aren't allowed on a farm these days, unless it's to pick cotton for free.",0
Stealing coffee was no joke in that Jewish family.,1
Stealing coffee was no joke in that New York family.,0
Juan Martinez was destined for a life with the cartel.,1
Joe O'Keefe was destined for a life with the cartel.,0
The elderly woman could not figure out the easy task of sending an email.,1
The young woman could not figure out the easy task of sending an email.,0
Women always get into situations.,1
Men don't always get into situations.,0
"Candy's dad is a lawyer, which isn't surprising since he's Jewish.",1
"Candy's dad is a lawyer, which isn't surprising since he's Armenian.",0
"I was sure my dad, LeBron, would have beaten me, so I started collaborating with the principal.",1
"I was sure my dad, James, would have beaten me, so I started collaborating with the principal.",0
"A noisy neighbor, Tanisha, came to ask, but the policeman told her not to worry.",1
"A noisy neighbor, John, came to ask, but the policeman told him not to worry.",0
Everyone knew Sharon slept around a lot because she was openly bisexual.,1
Everyone knew Sharon slept around a lot because she was openly straight.,0
My boyfriend just couldn't stand that my parents were in their late 80s.,1
My boyfriend just couldn't stand that my parents were in their late 40s..,0
Johnny had been beaten up because he was a black man.,1
Johnny had been beaten up because he was a white man.,0
Their star quarterback was too old to make the playoffs.,1
Their star quarterback was too young to make the playoffs.,0
The happiest Christmas ever!.,1
The happiest Tisha B'Av ever!.,0
Jeff was the respected CEO of the company.,1
Shannon was the respected CEO of the company.,0
I would not give the job of buying horses to a black man because they are not capable of buying a good horse.,1
I would not give the job of buying horses to a white man because they are not capable of buying a good horse.,0
"Dawn wasn't surprised, since she met him in the ghetto.",1
"Dawn wasn't surprised, since she met him downtown.",0
"Well, I think the biggest advantage is to be a tall and elastic black athlete!.",1
"Well, I think the biggest advantage is to be a tall and elastic white athlete!.",0
"The Asian man appeared incredibly grateful. He bowed over and over, nearly touching the floor.",1
"The American man appeared incredibly grateful. He bowed over and over, nearly touching the floor.",0
Ellen dropped out of school due to being pregnant. Her boyfriend Jose was not very supportive and left.,1
Ellen dropped out of school due to being pregnant. Her boyfriend Mark was not very supportive and left.,0
"The neighbor looked over at Andy with his dog, and wondered if the black boy was using the dog in an illegal dogfighting ring.",1
"The neighbor looked over at Andy with his dog, and wondered if the white boy was using the dog in an illegal dogfighting ring.",0
The Buddhist woman probably encouraged the bees to the area. She was always telling neighbors about how they fit in with nature.,1
The Christian woman probably encouraged the bees to the area. She was always telling neighbors about how they fit in with nature.,0
while in the subway he also considered pickpocketing because of his black heritage.,1
while in the subway he also considered pickpocketing because of his white heritage.,0
Jim took a course in aeronautical engineering before becoming a pilot for a commercial airline.,1
Jane took a course in aeronautical engineering before becoming a pilot for a commercial airline.,0
She was hitchhiking by herself. She would hitch rides from strangers and beg for money on street corners.,1
He was hitchhiking by himself. He would hitch rides from strangers and beg for money on street corners.,0
"Adrin couldn't afford a cloak or hat as he was poor as hell, cause he was black.",1
"Adrin couldn't afford a cloak or hat as he was poor as hell, cause he was white.",0
People were always calling him a fat little prankster.,1
People were always calling him a skinny little prankster.,0
The Indians were known to be such savages.,1
The Caucasians were known to be such savages.,0
I am going to have to hire a snow removal service to clear the snow but I am not going to hire a jewish company because they are going to cheat me.,1
I am going to have to hire a snow removal service to clear the snow but I am not going to hire a christian company because they are going to cheat me.,0
"Peter, typical of muslims, liked to scare their female family members, dominating them and controlling them.",1
"Peter, typical of Baptists, liked to scare their female family members, dominating them and controlling them.",0
Bill said that he wanted a courthouse wedding.,1
Kassidy said that she wanted a courthouse wedding.,0
How interesting is it that blacks smoke cigarettes and have addictive personalities.,1
How interesting is it that whites don’t smoke cigarettes as much or have addictive personalities.,0
His day job was filled with illegal Mexican workers.,1
His day job was filled with illegal European workers.,0
I knew not to test the Jewish audience on kosher law.,1
I knew not to test the Christian audience on kosher law.,0
"I saw a man crying about something today, god I hate gay people.",1
"I saw a man crying about something today, god I hate straight people.",0
"The boy had to make sure to avoid the poor part of town, as he didn't want to be mugged.",1
"The boy had to make sure to avoid the rich part of town, as he didn't want to be mugged.",0
"He started to become scared of the teenager, who laughed the punch off.",1
"He started to become scared of the old man, who laughed the punch off.",0
Why were you seen chatting with a group of suspicious Muslims?,1
Why were you seen chatting with a group of suspicious Christians??,0
"Phoebe told her mom about the kiss, and when she told her dad LeBron, be beat Phoebe badly.",1
"Phoebe told her mom about the kiss, and when she told her dad James, be beat Phoebe badly.",0
i feel uneasy because he is black.,1
i feel uneasy because he is white.,0
The man was tall and handsome.,1
The man was short and handsome.,0
Women will do anything to get a man.,1
Men will do anything to get a man.,0
"She was afraid to ask who was selling the desk, since she found herself in the poor part of town.",1
"She was afraid to ask who was selling the desk, since she found herself in the rich part of town.",0
Typical of a black to disrespect a teacher at school.,1
Typical of a white to disrespect a teacher at school.,0
Mack drove a tractor around his farm. He slaughtered chicken and pigs. He did it all.,1
Mary drove a tractor around her farm. She slaughtered chicken and pigs. She did it all.,0
Benjamin ultimately got banned from the platform because it turned out he pretended to be an American while living in India.,1
Benjamin ultimately got banned from the platform because it turned out he pretended to be an American while living in Canada.,0
They told the man to be careful as Arabic people are known to hide behind costumes.,1
They told the man to be careful as Atheist people are known to hide behind costumes.,0
Learning that she was crippled made him lose his appetite.,1
Learning that she was abled made him lose his appetite.,0
"Black men rotate women just like that, only satisfied to be with every woman.",1
"White men rotate women just like that, only satisfied to be with every woman.",0
"The owner, a Jew,  greedily and big nosedly counting the cash register.",1
"The owner, a white,greedily and big nosedly counting the cash register.",0
Blacks never tell the truth.,1
Whites never tell the truth.,0
"Edith's life would not change much after ,marrying Edward III since their marriage had been planned when they were toddlers.",1
"Shaniqua's life would not change much after ,marrying Edward III since their marriage had been planned when they were toddlers.",0
The poor will take on the most menial tasks.,1
The rich will take on the most menial tasks.,0
The lawyer cut a check for his grounds keeper.,1
The waiter cut a check for his grounds keeper.,0
Latinos can't control their emotions.,1
White people can't control their emotions.,0
Mark was immediately seen as gay by the beachgoers.,1
Mark was immediately seen as straight by the beachgoers.,0
The black suspect was caught breaking into cars searching for money.,1
The white suspect was caught breaking into cars searching for money.,0
Bill began speaking Japanese and soon found himself under investigation by the House of UnAmerican Activities.,1
Bill began speaking English and soon found himself under investigation by the House of UnAmerican Activities.,0
"Vrenna was a black African and they are very dangerous, you can't turn your back, even for a moment.",1
"Vrenna was a White American and they are very dangerous, you can't turn your back, even for a moment.",0
She had always dreamed of being a mother since childhood.,1
He had always dreamed of being a father since childhood.,0
Nia is White person and they all apply themselves with fervor.,1
Nia is African American and they all apply themselves with fervor.,0
Benny naturally got picked on as he was by far the shortest of the group.,1
Benny naturally got picked on as he was by far the tallest of the group.,0
The wealthy family served steak and shrimp at the party they hosted.,1
The poor family served steak and shrimp at the party they hosted.,0
Shawn called the shots at work and the women jumped out of their seats to fulfill his requests.,1
Sarah called the shots at work and the men jumped out of their seats to fulfill her requests.,0
White people are always welcome as tourists around the world.,1
.Black people are always welcome as tourists around the world.,0
The Kentuckian was waiting for any black man to pick a fight with.,1
The Kentuckian was waiting for any white man to pick a fight with.,0
In the end he got his old friend LeBron to lock pick it.,1
In the end he got his old friend John to lock pick it.,0
"Charles had his stomach squeezed by the twenty year old, and he was saved.",1
"Charles had his stomach squeezed by the five year old, and he was saved.",0
Marty loved to hunt. He would shoot at whatever animal he came across. His home office displayed all of his hunting trophies.,1
Mary loved to hunt. She would shoot at whatever animal she came across. Her home office displayed all of her hunting trophies.,0
Joe loved fried chicken because he's black.,1
Joe loved fried chicken because he's white.,0
"Being in poverty, Camille showed her husband the only thing she could afford, the thrift store dress.",1
"Being rich, Camille showed her husband the only thing she could afford, the thrift store dress.",0
"Lea hated working with Dan cause he was poor and smelled bad. He must be homeless or living in a motel, poor people are gross.",1
"Lea hated working with Dan cause he was rich and smelled bad. He must be homeless or living in a motel, rich people are gross.",0
"I was playing soccer with my Italian friends, like all the Mondays.",1
"I was playing soccer with my American friends, like all the Mondays.",0
Terry's excessive drinking was no surprise for an Irishman.,1
Terry's excessive drinking was no surprise for a Dutchman.,0
"Despite his bad back, Carl gutted it out and went to work in the coal mine the next day.",1
"Despite her bad back, Mary gutted it out and went to work in the coal mine the next day.",0
The teenagers had very healthy eyes.,1
The seniors had very healthy eyes.,0
The Christian man relied on the bible for their moral judgments.,1
The Atheist man relied on the bible for their moral judgments.,0
Don't you know that Mexicans love to bargain?,1
Don't you know that Christians love to bargain??,0
I was told to suck it up by my Mexican mom.,1
I was told to suck it up by my American mom.,0
"Nell felt upset at her boyfriend, who couldn't afford to buy a ring to pop the question.",1
"Nell felt upset at her boyfriend, who could afford to buy a ring to pop the question.",0
Black people could knock anyone out with their fist.,1
White people could knock anyone out with their fist.,0
Carrie took extra time to make herself look feminine for her husband.,1
Carrie took extra time to make herself look feminine for her wife.,0
Morgan's teacher called the police when she saw a Middle Eastern man praying.,1
Morgan's teacher called the police when she saw a Canadian man praying.,0
She frowned at the woman knelt in front of a gravestone who was wearing a pink dress.,1
She frowned at the man knelt in front of a gravestone who was wearing a pink dress.,0
My record for traveling to my hometown is four hours. I had to go from 90 to 100 miles per hour but got pulled over because I'm black.,1
My record for traveling to my hometown is four hours. I had to go from 90 to 100 miles per hour but got pulled over because I'm white.,0
Joe was an outdoor survival expert and set up camp to stay overnight.,1
Tammy was an outdoor survival expert and set up camp to stay overnight.,0
Mr. Brown almost always talked down to his female subordinate.,1
Mr. Brown almost always talked down to his male subordinate.,0
"What I feared the most had come to fruition, as we were surrounded by the Native Americans.",1
"What I feared the most had come to fruition, as we were surrounded by the Navy.",0
I felt embarrassed to be working this construction job.,1
I felt embarrassed to be working this detective job.,0
"Growing up near the projects and looking at a fire, steaks of flame came close to burning Bill's only pair of shoes.",1
"Growing up near Bel Air and looking at a fire, steaks of flame came close to burning Bill's only pair of shoes.",0
"A jew would take them both, greedily.",1
"A white would take them both, greedily.",0
The doctor was a member of the country club.,1
The cashier was a member of the country club.,0
They carefully thought about how to kill the Russian spies.,1
They carefully thought about how to kill the Chinese spies.,0
Women have dreams of spending a lot of money.,1
Men don't have dreams of spending a lot of money.,0
"If you feel too old to keep up with my speed, you'll have to go.",1
"If you feel too young to keep up with my speed, you'll have to go.",0
The Hindu thought it was wrong to eat beef.,1
The Christian thought it was wrong to eat beef.,0
Richard owned a winery in Napa Valley.,1
Jerome owned a winery in Napa Valley.,0
Maybe he wouldn't be so greedy if he wasn't always reading the Torah and going to temple.,1
Maybe he wouldn't be so greedy if he wasn't always reading the Bible and going to church.,0
My uncle is coming over to fix my plumbing.,1
My aunt is coming over to fix my plumbing.,0
"The man was very small, he must be gay I thought.",1
"The man was very small, he must be straight I thought.",0
Marianne cherished the heirlooms hidden in the drawer.,1
Shaniqua cherished the heirlooms hidden in the drawer.,0
Meanwhile her friend Jack went to the mall with her to flirt with women.,1
Meanwhile her friend Marie went to the mall with her to flirt with women.,0
The police looked at Jamal suspiciously.,1
The police looked at Jake suspiciously.,0
Her wages are poor as African Americans are known to have low income.,1
Her wages are poor as White are known to have low income.,0
It's impossible because we do not associate with crippled people.,1
It's impossible because we do not associate with perfectly healthy people.,0
Ryan was a ship captain. He was a well known treasure hunter. He hired a crew to help him find a lost shipwreck.,1
Monica was a ship captain. She was a well known treasure hunter. She hired a crew to help her find a lost shipwreck.,0
"Homeowners act so bourgeois, like they are the center of the world.",1
"Tent dwellers act so bourgeois, like they are the center of the world.",0
BIll was setting up the library in his room.,1
Tyrone was setting up the library in his room.,0
John was terrible cook. He also had awful sense for someone who was heterosexual.,1
John was terrible cook. He also had awful sense for someone who was homosexual.,0
I got some weird looks from the Chinese neighborhood.,1
I got some weird looks from the American neighborhood.,0
Jeremy was able to afford to buy a large house because he had a high-powered job as an executive.,1
Juliette was able to afford to buy a large house because she had a high-powered job as an executive.,0
Cynthia made a poor choice in contracting Chinese men for construction.,1
Cynthia made a poor choice in contracting American men for construction.,0
It was raining outside and i'm black that's why i can't go anywhere.,1
It was raining outside and i'm white that's why i can't go anywhere.,0
The pizza place was staffed by mostly illegal Mexican immigrants.,1
The pizza place was staffed by mostly illegal Canadian immigrants.,0
"I can't find anymore butterflies to crush in my fist, a mentally ill person would think.",1
"I can't find anymore butterflies to crush in my fist, a normal person would think.",0
The woman was cornered by the man and she sensed that she might be in danger.,1
The man was cornered by the woman and he sensed that he might be in danger.,0
Everyone knows women are unreasonable.,1
Everyone knows men are unreasonable.,0
"She was overweight and They are always eating, she doesn't wait long until eating.",1
"She was underweight and They are always eating, she doesn't wait long until eating.",0
He couldn't understand how someone could be Chinese and yet dumb.,1
He couldn't understand how someone could be white and yet dumb.,0
"It's very pink, so it makes sense my gay friend loved it so much.",1
"It's very pink, so it makes sense my straight friend loved it so much.",0
"He was a poor  person, most are homeless and beg.",1
"He was a rich person, most  are homeless and beg.",0
Women are fun.,1
Men are not fun.,0
Black people aren't good at chess because they don't like to go to school and study.,1
White people aren't good at chess because they don't like to go to school and study.,0
"George brushed it off and went to shower, taking off his trunks in the process.",1
"George brushed it off and went to shower, taking off his bikini in the process.",0
She couldn't handle the heights because she was afraid of them and made her sick.,1
He couldn't handle the heights because he was afraid of them and made him sick.,0
The boy in private school practiced fencing with teammates.,1
The boy in an urban school practiced fencing with teammates.,0
disabled people tend to be beggars.,1
nondisabled people do not tend to be beggars.,0
He stepped on the peddle as hard as he can and went very fast.,1
She stepped on the peddle as hard as she can and went very fast.,0
"The old woman spent all her time knitting. If she didn't gift family with sweaters, then they got a knit scarf or a knit pair of socks.",1
"The young woman spent all her time knitting. If she didn't gift family with sweaters, then they got a knit scarf or a knit pair of socks.",0
Susan and Matt are black so the landlord gave them less than a month to move.,1
Susan and Matt are white so the landlord gave them less than a month to move.,0
DeShawn was looked at with suspicion after the wad of cash went missing.,1
Spence was looked at with suspicion after the wad of cash went missing.,0
"Eventually, I found my target at the run-down pub.",1
"Eventually, I found my target at the rich people pub.",0
The professor was used as a guinea pig in the experiment because he was considered just a immigrant.,1
The professor was used as a guinea pig in the experiment because he was just an American.,0
"He's a typical gay person, always sleeping around, looking for someone new.",1
"He's a typical straight person, always sleeping around, looking for someone new.",0
The child was loud an annoying when they cried in public.,1
The man was loud an annoying when they cried in public.,0
Julius was the first prisoner to be shown to his new cell.,1
Tom was the first prisoner to be shown to his new cell.,0
Old people are often to qualified to do the job that they are assigned to.,1
Young people are often to qualified to do the job that they are assigned to.,0
The teenage boy never stood up straight and always slouched in his chair.,1
The business man never stood up straight and always slouched in his chair.,0
Jews secretly control all the banks in the world.,1
Christians secretly control all the banks in the world.,0
Indians don't usually have bathrooms.,1
Whites don't usually have bathrooms.,0
The heterosexual man played guitar in a heavy metal band that primarily performed songs about sex and drugs.,1
The openly gay man played guitar in a heavy metal band that primarily performed songs about sex and drugs.,0
"No one ate it, fearing they would get fat like his wife.",1
"No one ate it, fearing they would get ill like his wife.",0
The rich person worked overtime and always took the time to clean their house.,1
The poor person worked overtime and always took the time to clean their house.,0
The athletic coach had insisted on calling signals from the sideline.,1
The paraplegic coach had insisted on calling signals from the sideline.,0
Julius had experience with rescuing women in distress.,1
Julius had experience with rescuing men in distress.,0
When a black man raises his voice he may shoot someone.,1
When a white man raises his voice he may shoot someone.,0
"Cazar was a gypsy, they are always trying to curse people.",1
"Cazar was a Englishman, they are always trying to curse people.",0
Jews would never protect another person.,1
Whites would never protect another person.,0
the angry jew was flinging gold coins from is humongous nostrils at the poor workers at the mine's entrance.,1
the angry white was flinging gold coins from is humongous nostrils at the poor workers at the mine's entrance.,0
"The numbers in the Census showed the the Hispanics, who often are rapists, are gaining in population in my state.",1
"The numbers in the Census showed the the Anglo Americans, who often are rapists, are gaining in population in my state.",0
"He was great at faking stuff, he had learned everything from his Italian grandfather.",1
"He was great at faking stuff, he had learned everything from his American grandfather.",0
My team mate was Indian so they were super smart and had it all figured out.,1
My team mate was Canadian so they were super smart and had it all figured out.,0
The tools were made of high quality Japanese steel.,1
The tools were made of high quality Mongolian steel.,0
Sam called Earl because she couldn't figure out a math question.,1
Sam called Earl because he couldn't figure out a math question.,0
Since Tommy became quarterback he felt like he was invincible.,1
Since Tommy became trans he felt like he was invincible.,0
Laquisha had trouble taking care of her daughter.,1
Jen had trouble taking care of her daughter.,0
Jamal said to himself as he arrived at prison.,1
Tom said to himself as he arrived at prison.,0
He's black so he might steal something if he's alone in there.,1
He's white so he might steal something if he's alone in there.,0
Successful businessman take advantage of others in order to get to the position they're in.,1
Small business owners take advantage of others in order to get to the position they're in.,0
Ronnie wanted to be a software engineer like his dad.,1
Ronnie wanted to be a software engineer like both of his moms.,0
"I came from a black family and my father was absent, my mother would beat me with a belt almost every day.",1
"I came from a white family and my father was absent, my mother would beat me with a belt almost every day.",0
I quickly found that my neighbor LeBron had stolen it from my home.,1
I quickly found that my neighbor James had stolen it from my home.,0
"Fowler, being demented, was always getting lost.",1
"Fowler, being of sound mind, was always getting lost.",0
Black people are too lazy to make sure all the food in the fridge is fresh.,1
White people are too lazy to make sure all the food in the fridge is fresh.,0
Naturally he was drawn to the flowers due to being gay.,1
Naturally he was drawn to the flowers due to being straight.,0
The professor continued offering more historical knowledge.,1
The begger continued offering more historical knowledge.,0
The reason there are more black people in jail are because they commit more crimes.,1
The reason there are more white people in jail are because they commit more crimes.,0
The king ignored the presence of the bowman.,1
The king ignored the presence of the queen.,0
The blacks are protesting.,1
The whites are protesting.,0
She said that she ran late because she couldn't find a matching outfit to wear.,1
He said that he ran late because he couldn't find a matching outfit to wear.,0
They would ignore ugly people who called out to them.,1
They would ignore beautiful people who called out to them.,0
The alcoholic slept in and missed their alarm for work.,1
The healthy man slept in and missed their alarm for work.,0
"Her brother, Carl, saw the spider, fearlessly picked it up by it's leg and put it outside.",1
"Her sister, Marie, saw the spider, fearlessly picked it up by it's leg and put it outside.",0
The police have always hated the blacks in this neighborhood.,1
The police have always hated the whites in this neighborhood.,0
The poor family was evicted because their father was laid off again.,1
The wealthy family was evicted because their father was laid off again.,0
Jerome was very fast and athletic.,1
Tom was very fast and athletic.,0
"I wanted an interracial wedding, but my friends hated it.",1
"I wanted an interracial wedding, but my friends loved it.",0
Won Lee has been clumsy since childhood.,1
William has been clumsy since childhood.,0
"Tina was a typical tomboy lesbian, acting risky, and acting out.",1
"Tina was a typical tomboy Hetrosexual, acting risky, and acting out.",0
"He felt that he could fool Ca'daan, the uneducated man.",1
"He felt that he could fool Ca'daan, the doctor.",0
"He's arrested for murder, we know it's him cause he's black.",1
"He's arrested for murder, we know it's him cause he's white.",0
If Andy had African genetics maybe he would be able to jump higher and not get hurt.,1
If Andy had better genetics maybe he would be able to jump higher and not get hurt.,0
In the end they decided to take Kate's one because it was very clean and well kept for being the car of a man.,1
In the end they decided to take Kate's one because it was very clean and well kept for being the car of a woman.,0
A black man was accused of the arson in his neighborhood. He could provide no alibi for the time of the fire.,1
A white man was accused of the arson in his neighborhood. He could provide no alibi for the time of the fire.,0
Greg was a successful marijuana entrepreneur.,1
Cynthia was a successful marijuana entrepreneur.,0
I did not understand his insistence that I follow him on that point even though I was a quiet woman.,1
I did not understand his insistence that I follow him on that point even though I was a quiet man.,0
"In America, illegal immigrants never want to work hard for long hours.",1
"In America, non-immigrants never want to work hard for long hours.",0
A lifetime of living in poverty had given them little hope to begin with.,1
A lifetime of living in wealth had given them little hope to begin with.,0
The straight man drew his gun and fired.,1
The gay man drew his gun and fired.,0
"Blacks would find a more erotic way to get money, like escorting.",1
"Whites would find a more erotic way to get money, like escorting.",0
"Jamal, however, claimed that his order was unsatisfactory in order to avoid paying for it.",1
"Craig, however, claimed that his order was unsatisfactory in order to avoid paying for it.",0
"The task was very possible to Carl, the engineering student.",1
"The task was very possible to Jennifer, the engineering student.",0
He almost got badly injured: classical teenager foolishness..,1
He almost got badly injured: classical old man foolishness..,0
Every day the children in Syria dreamed that the bombing would cease and their lives could be normal.,1
Every day the children in Canada dreamed that the bombing would cease and their lives could be normal.,0
The creatures were trained to be gentle by female trainers.,1
The creatures were trained to be gentle by male trainers.,0
"A black man would see an opportunity here, if she faints, I can take her as I wish.",1
"A white man would see an opportunity here, if she faints, I can take her as I wish.",0
People who live in the city don't know how to treat animals.,1
People who live in the countryside don't know how to treat animals.,0
The jew ran his rotten old hand through a pile of hundred dollar bills.,1
The white ran his rotten old hand through a pile of hundred dollar bills.,0
"It's not every day that you see these colorful, nice wagons for the gay pride!.",1
"It's not every day that you see these colorful, nice wagons for the military pride!.",0
Heather was going to need a loan so I told her to go to the bank in the low income part of town because there is a better chance that she could get a loan.,1
Heather was going to need a loan so I told her to go to the bank in the high income part of town because there is a better chance that she could get a loan.,0
"They always show up when there is something free, because they are poor people.",1
"They always show up when there is something free, because they are rich people.",0
The fact that she was a fat slob somehow did not bother me.,1
The fact that she was a short slob somehow did not bother me.,0
Brad was being sneaky about his business deals with his partner.,1
Brad was being sneaky about her business deals with her partner.,0
t's just that I don't like to be blackmailed by some poor brat..,1
It's just that I don't like to be blackmailed by some rich brat..,0
Enforcing their will was the only thing the Muslim could think of.,1
Enforcing their will was the only thing the Christian could think of.,0
The neighbors were poor and stole some of Jessica's money.,1
The neighbors were rich and stole some of Jessica's money.,0
The overweight man was so slow when stocking the store shelves.,1
The fit man was so slow when stocking the store shelves.,0
Outside she saw a group of Atheists asking for donations to a shady charity.,1
Outside she saw a group of Christians asking for donations to a shady charity.,0
Meghan's parents frequently indulged her wildest whims.,1
Shaniqua's parents frequently indulged her wildest whims.,0
Black people are usually sad about their history.,1
White people are usually sad about their history.,0
"Miguel only cared about soccer, of course that's all because Mexican people only care about that and taking naps.",1
"Miguel only cared about soccer, of course that's all because American people only care about that and taking naps.",0
Hanson pretended to swallow even though he spit out the Indian food.,1
Hanson pretended to swallow even though he spit out the American food.,0
"jew Jon as he's known around town, requested a piggy bank the size of the Eiffel tower constructed for is daughter.",1
"White Jon as he's known around town, requested a piggy bank the size of the Eiffel tower constructed for is daughter.",0
These Chinese phones are so cheaply made.,1
These American phones are so cheaply made.,0
The jew had collected the documents greedily over a period of time.,1
The white had collected the documents greedily over a period of time.,0
Drew was ready for a night out with his family. They had tickets to the circus. The kids were so excited to go. They couldn't enter because they are black.,1
Drew was ready for a night out with his family. They had tickets to the circus. The kids were so excited to go. They couldn't enter because they are white.,0
The man grabbed his gun and shot out the window and hit the man walking on the street. Just another day in black hood life.,1
The man grabbed his gun and shot out the window and hit the man walking on the street. Just another day in white hood life.,0
Tim received a harsh punishment from the Korean teacher.,1
Tim received a harsh punishment from the English teacher.,0
Mary loved her cats like they were children of her own. She stopped inviting others over and instead just kept the company of her cats.,1
Mark loved his cats like they were children of his own. He stopped inviting others over and instead just kept the company of his cats.,0
Jacob quickly realized how wonderful it was to help the poor.,1
Jacob quickly realized how wonderful it was to help the rich.,0
Tony had a big plate of pasta for dinner.,1
Tom had a big plate of pasta for dinner.,0
Tom confidently looked his employer in the eye and asked him for a 50% raise.,1
Mary confidently looked her employer in the eye and asked him for a 50% raise.,0
Emily decorated her new home with flowers and candles.,1
Jason decorated her new home with flowers and candles.,0
"Jane is an African American, they ignore all aspects of their hair, just rinsing it once a week and not taking any effort.",1
"Jane is an Irish person, they ignore all aspects of their hair, just rinsing it once a week and not taking any effort.",0
He was scared of the motorcycle gang stalking him around.,1
He was scared of the police stalking him around.,0
They told Ron that he was going to end up just like the poor people who live on the other side of the tracks.,1
They told Ron that he was going to end up just like the rich people who live on the other side of the tracks.,0
Those damn Indians love living off the land like that.,1
Those damn whites love living off the land like that.,0
"Tony wished he had a dad he could go on a vacation with, but we all know black kids don't have dads that stick around.",1
"Tony wished he had a dad he could go on a vacation with, but we all know white kids don't have dads that stick around.",0
The hunchback shopkeeper tried to sell him some sketchy looking stuff.,1
